fips,per_capita_health_cost,low_birthweight_percentage,food_environment,physical_exercise_opportunities,teen_births,limited_healthy_access,stis,primarycare_ratio,dentist_ratio,mentalhealth_ratio,otherproviders_ratio,disconnected_youth,unemployment,income_inequality,children_freelunches,single_parent_households,social_associations,water_violations,high_housing_costs,housing_overcrowding,segregation_black_white,segregation_nonwhite_white,homeownership,severe_ownership_cost,smoke_perc,obesity_perc,inactive_perc,drinking_perc,food_insecure_perc,preventable_hospitalization,mammogram_perc,flu_vaccine_perc,violent_crime,air_pollution,drive_alone_perc,long_commute_perc,traffic_volume,party,age_over_18,age_over_65,age_over_85,age_under_5,asian,avg_family_size,bachelors,black,hispanic,household_has_broadband,household_has_computer,household_has_smartphone,households_speak_asian_or_pac_isl,households_speak_limited_english,households_speak_other,households_speak_other_indo_euro_lang,households_speak_spanish,housing_mobile_homes,housing_one_unit_structures,housing_two_unit_structures,hs_grad,mean_household_income,median_age,median_household_income,median_individual_income,median_individual_income_age_25plus,native,other_single_race,pac_isl,per_capita_income,persons_per_household,pop,poverty,poverty_65_and_over,poverty_under_18,two_plus_races,uninsured,uninsured_65_and_older,uninsured_under_19,uninsured_under_6,veterans,white,white_not_hispanic
01003,9559,0.0834500318268619,8,0.737135489534469,0.0278806922102894,0.054244265969879,0.00324980717497225,1371.7935484,2018.7222222,1038.2,1787.0655738,0.0847679452330615,0.036153821564428,4.41776667855869,0.484865647221698,0.241396014532643,0.00102056173222718,0,0.1227738802,0.0127079175,41.271762768,31.825343231,0.736193431863855,0.117258079538046,0.17,0.31,0.27,0.18,0.12,4041,0.43,0.44,204,10.3,0.84,0.42,87,republican,78.3,20,1.9,5.5,0.9,3.24,31.9,9.3,4.6,81.8,76.3,81.7,0.6,1.2,0,1.8,4.6,24.8,11.5,75.2,90.8,80986,43,58320,29802,37897,0.8,1.1,0,32626,2.59,212830,10.4,7.4,13.4,1.7,8.9,0.3,3.8,2.2,11.8,86.2,83.1
01005,11024,0.114745586708204,5.6,0.531667698583239,0.0408708153624974,0.107396665731872,0.00716264345073209,3158.75,2764.5555556,12440.5,1913.9230769,0.133393017009848,0.051713842111549,5.68141001855288,0.632923020393166,0.566034260453122,7.5187969924812e-4,0,0.1344594595,0.0168859649,25.039132349,23.449712509,0.613977792292619,0.140595463137996,0.22,0.42,0.24,0.13,0.22,6209,0.45,0.37,414,11.5,0.83,0.32,102,republican,79.1,18.6,1.6,5.3,0.5,3.01,11.6,47.6,4.4,60.5,51.9,64.2,0.6,1.6,0,1.1,5.2,39.1,26.1,60.9,73.2,47068,40.4,32525,17963,27434,0.3,3.6,0,18473,2.41,25361,30.7,16.8,50.1,1.2,11.3,0.3,3.3,3.4,6.6,46.8,45.8
01009,10587,0.0760456273764259,8.4,0.156344858867451,0.0335345953002611,0.0288014982327902,0.0023443021391757,4462.5384615,5258.1818182,6426.6666667,4449.2307692,0.189415940626008,0.0351115732224266,4.4302623315136,0.529062870699881,0.285618279569893,8.4463827073242e-4,0,0.0785144566,0.018913676,48.214822884,17.694494741,0.78626213592233,0.0846225729415429,0.19,0.34,0.3,0.14,0.11,4060,0.34,0.39,483,11.7,0.86,0.59,33,republican,76.8,17.9,1.8,5.9,0.4,3.33,13.1,1.6,9.3,73,63.5,70.1,0.1,1.8,0.2,0.9,6.6,21.2,24,78.8,80.5,65639,40.7,49358,26976,39004,0.1,0.9,0,24747,2.74,57681,13.6,10.9,18.4,1.6,10.8,0.2,5.9,6.1,7.7,95.5,86.9
01015,10569,0.0916137366777909,6.9,0.477212158013696,0.033534616991379,0.0917856658317309,0.00654591730004881,1571.6164384,1705.6268657,865.73484848,1785.578125,0.0669115298626637,0.046528321587053,5.0238964487222,0.5883759321455,0.40191944745613,0.00144690049508402,0,0.1182493249,0.0154204571,44.542304124,40.68118287,0.694734972131548,0.117224322180223,0.21,0.39,0.32,0.14,0.16,6581,0.32,0.38,756,11.8,0.85,0.31,110,republican,78.2,17.2,1.8,5.8,0.9,3.03,18.5,20.8,3.8,75.1,67.8,74.9,0.8,0.9,0.1,0.8,3.1,29.9,13.8,70.1,84.4,63417,39.6,47255,24069,32473,0.3,1.9,0,25345,2.5,114618,17.9,9.7,25.6,2.4,9.5,0.2,2.4,1,10.8,73.7,72.1
01017,9504,0.122137404580153,6.4,0.61864679234254,0.0454410011918951,0.103285582811632,0.00611040251535016,2408.0714286,5602.5,16807.5,6723,0.115507338864071,0.0390809112333072,4.74493213467301,0.711213517665131,0.465554436933698,0.00177972888796607,0,0.1237707948,0.0403610108,26.747861297,25.672844447,0.677641313998224,0.123810279187817,0.19,0.4,0.3,0.13,0.18,5622,0.38,0.42,529,11.4,0.85,0.32,20,republican,79,19.2,1.9,6.1,1.1,3.1,13.3,39.6,2.4,69.4,58.6,68.7,1,0.9,0,0.5,1.4,32.5,13.4,67.5,81.6,53505,42,42289,22754,31860,0.3,0.3,0,22729,2.46,33660,17.3,11.4,25.5,1,10.3,0.4,5.4,8.1,7.9,57.7,55.5
01031,9676,0.083085374227512,7.5,0.537238728277409,0.0260462652304432,0.0598120313946504,0.00584107645448587,1852.6428571,2883.8333333,1526.7352941,1441.9166667,0.0689243027888446,0.0394869577748955,4.65877263402016,0.483766562152321,0.358318854968148,0.00146508848363342,0,0.1050299713,0.0139354839,37.921112635,29.59042195,0.647935721865683,0.0945766845146583,0.17,0.34,0.31,0.15,0.14,4863,0.42,0.37,276,10.9,0.87,0.27,58,republican,76.3,16.5,1.7,6.2,1.4,3.12,22.8,16.9,7.3,80,69.7,76.4,1.5,1.2,0.2,1.4,5.2,34.3,12.6,65.7,85.9,70079,39.3,55637,28172,36221,1.2,1.3,0,27806,2.56,51662,15.1,8.3,24.3,3.3,9.8,0.1,3.7,5.4,16.4,75.7,70.1
01033,10255,0.102267468764461,7.4,0.557323436466525,0.0329817661780479,0.0655170453516572,0.00526605504587156,1557.1428571,2190.48,2882.2105263,693.18987342,0.0764053840063341,0.0461776593000258,4.75820091570159,0.519216555801922,0.360547755243543,0.00168807339449541,0,0.1275395551,0.0067857951,28.034038885,24.168040449,0.727051699619249,0.117630057803468,0.19,0.31,0.37,0.15,0.15,6414,0.4,0.45,400,10.7,0.9,0.28,81,republican,78.9,19.4,2.2,5.7,0.5,3.06,18.1,16.2,2.8,70.1,62.9,71.7,0.5,0.6,0.1,0.8,2.1,27.8,8.3,72.2,85.2,60904,42.4,48065,25308,35095,0.6,1.6,0.1,25536,2.48,54771,15.5,10.4,21.1,2,7.2,0.1,2.3,0.9,8.9,79,78.2
01039,11328,0.103459424506951,7.6,0.502343439692837,0.0468665586169638,0.0437032675122468,0.00512239836083253,1952.2105263,2641.8571429,1541.0833333,1275.3793103,0.0852904820766378,0.0457834411218544,4.91633070406077,0.567079127320091,0.36344301263605694,0.00126711959452173,0,0.1036687984,0.0158102767,41.682563872,39.087432192,0.740271855010661,0.100121402556595,0.19,0.32,0.36,0.14,0.15,9181,0.42,0.39,331,10.5,0.88,0.29,42,republican,78.1,20.8,2.2,5.8,0.5,3,15.3,13.5,1.7,70.7,57.2,67.6,0.6,0.1,0.1,0.1,1.3,25.5,20.4,74.5,83.4,57075,43.3,42189,24623,32676,0.1,0.2,0.1,23687,2.46,37200,18.6,12.2,28.7,1.1,11.1,0.1,6,5.9,10,84.6,83.3
01043,10523,0.0832852193995381,8.2,0.41653607939706,0.0417282345292275,0.0310960624978235,0.00233218536644312,1799.0217391,2035.1707317,738.42477876,1158.9166667,0.101646937725167,0.0328046523922813,4.435584708414471,0.507733375206093,0.254175308372448,0.00117213461422271,0,0.1014420686,0.0175353925,83.563356972,24.178496341,0.745818418483567,0.0994137847306532,0.18,0.37,0.37,0.15,0.12,6442,0.44,0.41,129,11.6,0.88,0.33,51,republican,77.4,18.2,1.5,6.2,0.4,3.18,13.9,1.3,4.4,74.1,62.3,71.5,0.4,0.6,0.1,0.5,3,25.2,19.8,74.8,81.6,59909,40.8,44918,24163,33157,0.3,0.9,0,23468,2.63,82853,14.9,9.7,19.5,2,11.1,0.4,2.5,1.4,8,95.1,91.9
01045,9953,0.0847679232948355,6.7,0.463871365743965,0.0329265930660469,0.105593803329287,0.00747572421078292,5469.5555556,2879.7647059,1064.2608696,1483.5151515,0.0967051775780916,0.0420477137176938,5.063099358792489,0.625930721916478,0.327750352609309,0.00105635233413237,0,0.1223274696,0.0146315509,32.996286562,29.982801304,0.601981788966256,0.12905588102749,0.2,0.37,0.32,0.15,0.16,5120,0.42,0.41,437,11,0.86,0.25,41,republican,76.9,16.4,1.6,6.6,1.4,3.14,18.1,20.3,6.5,77,67.6,76.1,1.4,1.5,0.1,1.6,4.8,39.9,16.4,60.1,86.1,61001,37.3,47214,24767,32488,0.8,1.9,0,24645,2.55,49277,17.6,8.5,27.7,3.3,11.6,0.1,3.8,4.5,16.4,72.4,68.6
01047,11117,0.139423076923077,4.6,0.596371519853948,0.038857257017281,0.115562709319945,0.00951166645416295,1352.2413793,3192.5,1665.6521739,1473.4615385,0.0860403863037752,0.0654777927321669,6.05890557059644,0.813773934527486,0.679570558480438,0.00119852097411705,0,0.1760827408,0.0444099379,50.777946583,50.395393193,0.597881978452498,0.166113177470776,0.24,0.43,0.27,0.11,0.27,7183,0.4,0.34,925,11.1,0.86,0.27,61,democrat,75.9,17.4,1.6,6.1,0.6,3.06,14.7,70.7,1.1,69.7,54.8,64.4,0.3,0.1,0.2,0.6,0.6,40.7,19.7,59.3,81.8,47753,39.6,33845,20682,28919,0.1,0.1,0.1,19612,2.42,39149,29.1,16.7,46.1,0.6,11.1,0.8,2.1,0.5,6.1,27.9,27.3
01049,9396,0.0829485206088592,8.2,0.45037899562643297,0.0406794814483684,0.0216696460869932,0.0027647067037156,2387.2333333,3569.25,3757.1052632,1741.097561,0.110594315245478,0.0381692057486143,4.79361896080219,0.686624938230934,0.338768220314571,8.5175307538712e-4,0,0.0818884479,0.0288190246,50.472304232,32.181805965,0.711924077759069,0.0985868243384912,0.21,0.29,0.32,0.12,0.12,5868,0.32,0.4,312,11.3,0.86,0.32,53,republican,75.4,16.7,1.4,6,0.1,3.26,13,1.5,14.6,72,60.5,71.7,0.4,2.2,0,0.2,9.1,28.5,23.1,71.5,74.8,56390,39.5,40440,21951,31013,1.2,8.6,0.8,21907,2.7,71310,21.1,11.9,31.3,2.4,13.7,1.3,2.7,1.3,6.3,85.4,80.4
01051,9443,0.0923896499238965,7.6,0.517307037564783,0.0296859806669336,0.0694302171380654,0.00538707347233615,3889.3809524,6299,5849.0714286,2641.516129,0.147838547886315,0.0344753459626495,4.38296842869239,0.487719565052087,0.312888839949348,0.00108965804326799,0,0.0971709717,0.0114226376,26.54084214,26.136485957,0.737055210513674,0.102832667458518,0.17,0.34,0.26,0.16,0.13,6334,0.43,0.39,239,11.9,0.87,0.46,57,republican,77.5,14.9,1.4,5.8,0.5,3.09,25.1,21.5,3,81.5,71.5,79.4,0.8,1.2,0.2,1,2.2,26.7,15.2,73.3,86.6,78370,38.7,60891,29988,40519,0.3,0.7,0,29052,2.58,81144,11.5,6.3,15.2,1.7,7.4,0,3.1,2.3,10.6,75.3,73.2
01053,11444,0.0945062132112492,6.6,0.481301704115452,0.0448958468107129,0.0721994002844542,0.0047266803749299,2880.5384615,2624.8571429,1749.9047619,1934.1052632,0.16289592760181,0.0457079152731327,5.5181557932801,0.683581540724398,0.460454379783744,0.00144203808048709,0,0.0959937767,0.0229035833,36.772846376,34.723184838,0.687890974084004,0.105206964520368,0.22,0.39,0.32,0.13,0.18,7412,0.34,0.35,446,10.2,0.92,0.29,36,republican,77.6,17.7,1.8,5.7,0.3,3.47,12.5,32.1,2.3,61,46.3,59.7,0.2,0.3,0.1,0.1,1.1,31.7,16.3,68.3,81.1,50242,40,36275,22986,31524,4,0.3,0.1,19028,2.61,37057,22.2,10.3,31.1,1,14.2,0.1,7.2,7.3,7.4,62.2,60.2
01055,11479,0.0900781719783524,7.1,0.494943981614479,0.0404329831263929,0.0940061662635258,0.00702642207191864,1238.0120482,1933.9811321,826.62096774,1281.2625,0.0770591704344407,0.0410246890662707,4.71149639903974,0.580930537352556,0.372664878869142,0.0015765656172449,0,0.0948464208,0.016194332,63.873395346,58.780471375,0.719034479201589,0.0934439608269859,0.2,0.36,0.34,0.14,0.15,7421,0.29,0.36,604,11.5,0.85,0.29,140,republican,78.4,18.7,1.9,5.8,0.7,3.23,17.8,15.9,3.9,76.5,63.4,73.1,0.6,0.8,0.2,0.8,2.3,27.4,10.6,72.6,84.6,60379,41.4,44637,23677,31424,0.6,1.1,0,24883,2.6,102748,17.4,10.7,28.9,1.8,10.6,0.3,4,3.9,8.4,79.8,77.9
01061,9586,0.0809108527131783,7.8,0.202053004852557,0.046361285555966,0.00930784798096305,0.00420120358805496,3302.625,13157,5262.8,4385.6666667,0.111272727272727,0.0392590544650263,4.98186199898529,0.592296148074037,0.408652188900379,8.7051966238976e-4,0,0.0850310856,0.0168934772,23.601026546,19.959487346,0.708082832331329,0.116727844782381,0.2,0.39,0.37,0.14,0.15,6845,0.39,0.46,414,10.6,0.84,0.41,45,republican,78,20,2.2,5.5,0.4,3.11,12.5,9.6,4,67.1,60.8,67.3,0.4,0.3,0.1,0.1,3,28,25.5,72,80.3,53077,43.2,41732,22376,32113,0.9,0.8,0,21711,2.52,26417,22,9.8,32.8,1.6,12.6,0,1.7,0.5,11.6,86.6,83.9
01069,10224,0.105193661971831,7.1,0.665445557229657,0.0350719424460432,0.0628260593813702,0.00588426964138539,1185.75,1496.0285714,693.52317881,619.65680473,0.0979608156737305,0.0404208194905869,5.14159148614337,0.642099852213584,0.422504251171664,0.0011979376305752,0,0.1236903226,0.012193573,48.11854602,43.911412844,0.655771533385983,0.123805732484076,0.19,0.38,0.31,0.14,0.17,4859,0.42,0.45,488,10.7,0.88,0.26,140,republican,76.7,17.2,1.8,6.1,0.9,3.3,21.7,26.9,3.3,74.9,65.9,69.6,0.8,0.5,0.2,1,2.3,34.3,11.8,65.7,86,67855,40.1,47580,25191,32910,0.3,0.6,0.1,27097,2.64,104702,18.2,10,27.5,2.2,10.5,0.5,2.2,1.6,9.8,69.1,66.5
01071,10282,0.0894803548795944,7.9,0.471903357318654,0.0386787125917561,0.032725105416424,0.00263923404419272,1853.8928571,2874.2222222,2155.6666667,1616.75,0.0937109537692628,0.041091175078525,5.04058326343635,0.571213262999247,0.308968003605228,9.0543065749677e-4,0,0.0821363754,0.0203058411,44.798783128,22.512196287,0.740909531659071,0.103355560335556,0.2,0.39,0.29,0.13,0.14,5903,0.42,0.42,317,11,0.86,0.37,30,republican,78.8,19.5,1.8,5.3,0.4,3.02,14,3.5,2.9,70.9,60.6,69,0.3,0.4,0.1,0.1,1.4,24.5,19.8,75.5,83.2,54808,43.1,41769,24004,32048,1.2,0.5,0.1,22596,2.47,51852,18.6,11.1,24.2,2.7,9.5,0.2,1.4,0.5,6.8,91.5,89.2
01073,11394,0.113285340314136,6.3,0.786277499521615,0.0295196033498604,0.122715906143977,0.00914901008348036,929.75599436,1132.8178694,565.4373928,697.67195767,0.078804347826087,0.0371161795333966,5.34029850746269,0.528765463266852,0.42576156874199295,0.00144418132970872,0,0.1538760897,0.0137522682,63.977860855,60.312249375,0.627991292483635,0.15138143589539,0.18,0.35,0.3,0.15,0.18,4653,0.43,0.44,873,13.4,0.84,0.33,419,democrat,77.1,15.4,1.9,6.4,1.6,3.15,33.4,42.9,3.9,79.4,71.1,79.3,1,1.4,0.5,1.4,3.2,37.3,2.7,62.7,90.1,78812,37.7,53901,29369,39562,0.2,1.8,0,32098,2.47,659680,16,10.4,22.8,1.7,9.2,0.4,3.6,3.8,7.2,51.8,49.9
01079,9717,0.0852228303362002,8,0.489851189609482,0.038169077083644,0.0212248817274819,0.00142213077551514,6609.8,10985.666667,803.82926829,2746.4166667,0.162007623888183,0.0418851929017889,4.90154901756939,0.612747160286075,0.297004991680532,0.00136161457230173,0,0.0910837817,0.0156156156,68.741790404,36.89199506,0.790960892982593,0.0916666666666667,0.2,0.33,0.36,0.14,0.13,7507,0.39,0.4,260,11.3,0.87,0.46,30,republican,78.3,18.1,1.6,5.4,0.2,3.11,12.6,10.6,2.2,62,53.1,67.7,0.4,0.3,0,0.1,1.4,22.3,21.9,77.7,79.3,58315,42.4,44886,24698,38460,5.6,0.3,0.1,23450,2.59,33058,18,10.4,24.4,5.2,9.1,0.2,3.4,3,5.9,78,76.5
01081,8905,0.0868471216164697,6.4,0.67749042760273,0.0165000861623298,0.122495037227178,0.00324249399767333,1901.2235294,3345.7346939,1162.7021277,1744.0531915,0.0404066964677009,0.0362070351220296,6.33657670889174,0.469323478772099,0.358082183756553,8.0443553377391e-4,1,0.1756158072,0.0198618307,34.508464749,30.178651198,0.603321375035791,0.174999112940425,0.18,0.3,0.21,0.16,0.17,4208,0.37,0.42,416,12.1,0.84,0.28,120,republican,78.7,11.6,1.1,5.9,4.3,3.2,35.3,22.9,3.7,82,79.7,83.7,3.4,1.9,0.6,1.6,3.3,38.4,16.6,61.6,90.9,71547,31.9,51463,25439,38111,0.2,0.4,0,27860,2.58,161152,19.6,9.7,18.8,1.9,7.8,0.2,2.1,1.8,7.9,70.3,67.4
01089,9874,0.0974197306651133,7.5,0.693134335490769,0.0199151198809727,0.0746734512336811,0.00625405073037785,1131.8056426,1841.8040201,696.80418251,858.35831382,0.0626959247648903,0.0346032311184298,5.24048088134776,0.394718527683266,0.300582815840375,0.00108019476742576,0,0.1067795997,0.0125044659,47.410459039,39.969107161,0.672261386792972,0.110470947229157,0.17,0.33,0.22,0.16,0.14,5439,0.46,0.45,611,11.6,0.88,0.26,199,republican,78,14.7,1.6,5.9,2.6,2.99,42.8,24.3,4.9,86.4,81.6,83.3,1.6,1.5,0.6,2.4,3.5,33.2,4.3,66.8,91.7,88291,38.5,65449,32588,44090,0.6,1.4,0.1,36620,2.38,362276,12.5,7,18,3.1,8.3,0.3,3.3,2.5,11.7,67.9,64.7
01095,10046,0.0813051906095197,8,0.544189896687774,0.0463035784506488,0.0518750541104506,0.00344329551638967,1802.7924528,2826.7352941,410.72222222,1316.5616438,0.0762694300518135,0.033827879243157,4.91714909885309,0.610469591993841,0.343721944337566,0.00102566249424373,0,0.1068776808,0.0320661637,50.354301467,26.62089659,0.703662310866575,0.120206310679612,0.21,0.34,0.36,0.14,0.12,6189,0.36,0.43,286,11.8,0.85,0.31,65,republican,75,16.8,1.6,6.9,0.6,3.3,19.4,2.7,14,79.5,66.3,74.6,0.3,4.6,0.1,1.2,8.3,29.8,12.9,70.2,81.6,63834,38.8,45983,24278,31545,0.4,1.5,0.1,24453,2.71,95643,20.3,9.2,32.7,1.8,12.3,0.8,2.6,2.6,8.2,93,80.8
01097,10898,0.118223952065142,6.4,0.70217582907175,0.0355148489719942,0.102659253014586,0.007324467635371,1489.0467626,1960.9336493,1083.1335079,897.52060738,0.0938074237412716,0.0469462023627845,5.27160836059212,0.683895413686766,0.44072172870623694,0.00116679349204624,1,0.1478324323,0.0193504473,55.974605775,50.62611551,0.648908111993121,0.147739278844851,0.19,0.36,0.31,0.15,0.18,6431,0.35,0.41,548,10.8,0.86,0.37,253,republican,76.4,15.8,1.7,6.6,1.9,3.31,23.2,35.8,2.9,74.6,65.4,74.3,1.5,1.1,0.5,1.1,2.4,35.5,7.5,64.5,86.5,64948,37.9,47583,25908,35722,0.8,1.1,0,25861,2.6,414114,18.8,9.9,28.6,1.8,11.2,0.6,3.3,2.4,8.9,58.6,56.9
01101,10089,0.12423542204703,5.5,0.737847865610408,0.0369486802679543,0.145721410641647,0.0124776082525171,1025.5475113,1343.827381,696.79938272,803.42704626,0.0974945969743056,0.0399605982250258,5.48820445609437,0.714741318214033,0.519375176437377,0.00150454894416844,0,0.1655950367,0.01844262299999999,51.426017093,47.990036502,0.585807313407915,0.169907241207601,0.2,0.38,0.29,0.14,0.21,6020,0.43,0.38,532,11.9,0.85,0.21,359,democrat,76.5,14.6,1.6,6.8,2.8,3.16,33.4,57.9,3.5,79.5,68.3,77.8,2.2,1.6,0.6,1.1,2.4,41.6,3.8,58.4,86.7,70975,36.4,50124,26487,34863,0.2,1.4,0,29071,2.46,226941,19.4,10.7,30.6,1.9,10,0.2,2.8,1.9,9.7,35.8,33.9
01103,9983,0.0876837303598581,7.9,0.592292242028622,0.0374697023880478,0.0408420181161604,0.00297934656365197,2048.5862069,1920.7903226,692.37790698,1452.304878,0.0608947099846913,0.035197642840661,4.59536686928636,0.520254777070064,0.310423572744015,0.00125401875136764,0,0.1137638904,0.0204700531,52.954893678,46.178823159,0.721377557726855,0.101769709164075,0.19,0.32,0.27,0.14,0.13,6098,0.41,0.44,181,11.6,0.89,0.35,123,republican,77,17.1,1.9,6,0.6,3.14,22.4,12.8,8.4,75.1,70,74.9,0.2,2,0.2,1.2,5.8,27.3,10.7,72.7,84.1,68318,40.6,52156,26510,33963,0.5,3.9,0.1,27367,2.55,119213,14.6,10.5,20.7,2.2,9.6,0.2,3.4,3.9,8.1,79.9,75.6
01109,9888,0.103501346671797,6.2,0.514179762302806,0.0180628272251309,0.0630434457369525,0.0107614152162804,2079.1875,3704.2222222,2083.625,1234.7407407,0.0775697363393198,0.0450426789231779,6.95347477447377,0.733674463937622,0.46416487234697,0.00105209366639613,0,0.1540145985,0.01875,26.383219315,22.301019421,0.592794665281025,0.164047886270109,0.21,0.36,0.28,0.15,0.21,5568,0.45,0.38,564,11,0.84,0.26,67,republican,80.6,14.8,1.5,5.5,2.2,3.68,23.7,36.8,2.3,66.3,58.3,59.3,2.8,2.8,0.1,1.2,2.1,37.7,20.9,62.3,85,57838,31.2,37446,20958,30188,0.6,0.1,0,22453,2.71,33333,24.4,11.7,32.4,2.4,9.7,0,2.9,0.1,7.1,57.9,56
01113,10043,0.104044302735358,6.6,0.643492549152927,0.0390279230707331,0.0554670322832266,0.00697694802349023,3803,3852.0666667,2407.5416667,4444.6923077,0.104815864022663,0.040205447732918,5.1985548224945,0.685225962042571,0.46214909432056,9.9921114909282e-4,0,0.1338366507,0.0284307141,40.756966431,37.993014518,0.598109058927001,0.155959896026736,0.22,0.45,0.32,0.13,0.19,5042,0.38,0.4,505,12.1,0.87,0.38,222,democrat,75.6,13.9,1.2,7.2,1,3.1,17.8,43.7,5.5,71.3,63.5,77.7,1.6,1.8,0.4,2,4.6,39.8,14.3,60.2,83.8,55932,36.3,42443,24726,32304,0.3,2.2,0,23470,2.47,57952,20.7,16.7,29.8,3.6,11.5,0.6,2.1,2,13.7,49.2,46.1
01117,10609,0.0728376327769348,8.6,0.836983878822052,0.0141177921170523,0.0430247979921573,0.00254207532595211,1241.8895349,1960.9727273,1254.1104651,1828.0254237,0.056363309998205,0.0285142305409643,4.18007838814379,0.294987035436474,0.193382148115723,0.0011142061281337,0,0.0947284451,0.0094153279,29.758813705,25.92092223,0.796726585639873,0.0916419509518272,0.16,0.35,0.25,0.17,0.09,5125,0.41,0.44,264,12,0.86,0.47,113,republican,76.3,14.9,1.3,5.8,2.1,3.18,42.9,12.1,5.7,88.3,83.2,86.5,1.5,1.5,0.4,2,4.5,19.5,7,80.5,92.7,100262,39.3,77799,38053,49022,0.3,3.3,0,38549,2.64,213432,7.5,6.1,8.9,2,6.2,0.2,2.6,1.3,7.8,80.1,77.9
01121,11115,0.116282894736842,7,0.48021047259117,0.0335198656966984,0.0585466459430557,0.00729407356522825,3202.6,3470.7826087,5321.8666667,1856.4651163,0.106676521310668,0.0427983303790954,5.00869775308046,0.676298618761122,0.45780863834294494,0.00123649534753013,0,0.1132806197,0.014144946,30.3197746,28.2526784,0.712962078517528,0.116345896819032,0.23,0.39,0.35,0.14,0.17,5467,0.36,0.34,469,11.5,0.85,0.34,69,republican,78.5,17.5,1.6,5.3,0.6,3.02,15,32.6,2.3,73.5,60.6,71.8,0.4,0.6,0.5,1,1.6,28.7,23.3,71.3,80.3,57269,41.3,41325,22313,32492,0.4,0.6,0.1,23305,2.45,80387,19.1,13,26.8,1.7,9.3,0.1,1.9,1,8.3,63.9,62.6
01123,10060,0.14974293059126,7.2,0.688052672049212,0.0430622009569378,0.0432495439566513,0.00521127799218308,2034.05,3681.5454545,3374.75,1157.0571429,0.280202112999541,0.0418636056718434,5.5557963163597,0.585493099966341,0.435194942044257,0.00140114549789828,0,0.1307066917,0.0364137087,36.280437687,35.233149437,0.728477626459144,0.134422601223799,0.18,0.36,0.3,0.13,0.17,4305,0.34,0.43,639,11.4,0.87,0.36,44,republican,79.1,21,1.9,5.6,0.4,3.01,18.4,27.4,2.4,74.9,67.2,70.3,0.2,0.5,0.1,0.3,1.7,25.1,19.8,74.9,80.7,60734,44.7,45828,24621,32338,0.2,0.8,0,25217,2.46,40541,18.9,8.5,31.3,1.3,8.2,0,2.8,0.3,8.7,70,68.9
01125,10670,0.109065886805436,7.1,0.756606526385007,0.0212031008739116,0.0649404256431859,0.00947495560870214,1385.4066667,2089.11,756.92391304,1039.358209,0.034945600756859,0.0365662751430062,5.01733935596678,0.534782608695652,0.375601551184413,0.00110677490604443,0,0.1520956359,0.0206558773,52.964244427,49.148213629,0.63150913939126,0.152201185309089,0.18,0.35,0.3,0.16,0.16,5853,0.45,0.44,402,11.3,0.86,0.25,230,republican,79,12.9,1.3,6,1.6,3.32,30.7,32,3.7,80.4,71.4,79.6,1.4,1.3,0.3,1.7,3.2,36.3,9.9,63.7,88.3,71528,33,53326,25278,38154,0.2,0.9,0,26789,2.72,207305,17.7,8.4,21.2,1.1,7.2,0.4,2.3,2.1,6.1,64.2,61.5
01127,10949,0.101895734597156,7.5,0.43984900705727903,0.0455795969960592,0.0521006974396849,0.00360610696556246,2463.7692308,2123.7,2196.9310345,1327.3125,0.061056627649478,0.0424956231099793,5.05016171714202,0.523946635953546,0.320888701399142,0.00146742015048862,0,0.1011868839,0.0170668783,40.000481028,30.509477071,0.760704585397028,0.102291569236002,0.23,0.4,0.36,0.14,0.15,6561,0.43,0.4,450,11.6,0.85,0.4,28,republican,77.8,19,2.2,6.1,0.5,3.04,11.3,6.2,2.5,72,60.4,73,0.6,0.8,0,0.2,1.5,22.8,27.3,77.2,81.8,59159,42.1,43629,24078,34960,0.2,0.7,0,23882,2.53,64110,18.1,9,25,1.8,11.8,0.2,7.6,6.9,7.8,90.6,88.9
05007,9246,0.0759350968313403,8.2,0.773044967222225,0.0281202719858094,0.0530328766281586,0.0028914757791964,1654.0372671,2434,445.4379085,1442.3703704,0.0895674300254453,0.0288086664087378,4.154319336721049,0.299612214193384,0.228383759118784,8.561772437101e-4,1,0.0835542238,0.0284610578,42.898308806,31.817273835,0.66379739857738,0.0874198560143548,0.17,0.29,0.24,0.18,0.11,3144,0.44,0.51,275,10.4,0.85,0.21,108,republican,73.5,13.3,1.5,7,3.9,3.18,33.4,1.7,16.6,70.1,79.9,85.1,2.7,3,0.3,1.1,9,33.4,4.4,66.6,88.6,92398,35.4,66362,33141,41143,1.4,1.8,0.6,34442,2.7,265759,9.4,7.7,13.4,3,8.9,1.2,4.9,3.7,7.9,87.6,73.3
05009,8669,0.0691743704175964,7,0.539576728179281,0.0418224622628445,0.103564057469582,0.00361146036756641,1335.0357143,1874,851.81818182,1070.8571429,0.136194029850746,0.0353809283551968,4.04771028932746,0.312779711586276,0.27323600973236,0.00107006233113079,1,0.0919563736,0.0255290561,87.002985574,25.898508372,0.715400134498991,0.0875174337517434,0.2,0.34,0.3,0.14,0.15,3839,0.39,0.46,551,9.4,0.81,0.23,69,republican,76.9,20.3,2.8,6.3,0.4,2.93,16.1,0.3,2.5,81,71.6,74.4,0.2,0,0.3,1.1,1.2,28.2,9.8,71.8,87.4,60651,42.3,45374,23999,30464,0.6,0,0.1,24727,2.45,37331,14.7,11.3,22.3,2.4,6.9,0,3.8,2,10.6,96.2,93.9
